ADS_N,elevation,aspect,slope,plot_radius,ForCat,ASSETTO,CanopyCover,nDeadTrees,DEFOGLIAZIONE,sDBH,sH,incr_cm_y,sDBH2,vol_i_1,vol_i_2,pV_new,CAI_m3_ha_y,Age,dom_DBH,TH,BasalArea_ha,GS_ha,pV,CAI_mc_ha_anno,
400032,400,S,5,10,CE,CM,70,0,10,10,7,0.14,10.14,0.0274889357,0.0282640138,0.028196,2.53848588,21,36,17,17.71,90.03,0.084,0.0756252,2.53848588
3800278,1155,N,32,10,FG,FU,100,1,0,28,19,0.15,28.15,0.5849645521,0.5912488173,0.0107429847,2.5265351403,38,35,17,34.62,235.18,0.0321428571,0.0755935714,2.5265351403
6200003,297,A,0,10,RB,CM,80,1,0,20,21,0.18,20.18,0.3298672286,0.335831558,0.018081,2.53097838,31,26,22,19.57,139.98,0.054,0.0755892,2.53097838
4400076,380,O,15,15,AN,CM,70,0,99,62,25,0.4,62.4,3.7738381751,3.8226899409,0.0129448491,2.5272228928,48,62,25,20.43,195.23,0.0387096774,0.0755729032,2.5272228928
5100088,317,N,40,10,QR,FU,60,1,99,8,8,0.33,8.33,0.020106193,0.0217991658,0.0842015625,2.5698316875,13,15,13,6.67,30.52,0.33,0.100716,2.5698316875
3300423,430,N,20,10,CA,FU,70,5,99,16,10,0.17,16.17,0.1005309649,0.1026785969,0.0213628906,2.5304343945,36,32,16,19.4,118.45,0.06375,0.075511875,2.5304343945
1300116,1045,N,16,10,BS,IN,80,0,0,20,7,0.43,20.43,0.1099557429,0.1147346669,0.04346225,2.5438454925,23,24,8,11.01,58.53,0.129,0.0755037,2.5438454925
1100234,1470,N,36,8,FG,CM,80,0,0,12,12,0.13,12.13,0.0678584013,0.0693366306,0.0217840278,2.5302148264,30,27,14,27.44,116.15,0.065,0.0754975,2.5302148264
1300277,500,N,15,9,CE,CM,90,7,0,39,22,0.27,39.27,1.3140496672,1.3323071821,0.0138940828,2.5252495562,47,46,25,33.15,181.75,0.0415384615,0.0754961538,2.5252495562
2800318,360,S,15,10,QC,CM,70,2,0,18,15,0.13,18.13,0.1908517537,0.1936184562,0.0144966049,2.5251636142,35,41,21,27.05,174.19,0.0433333333,0.0754823333,2.5251636142
3600255,660,S,30,10,BS,IN,80,0,0,10,14,0.36,10.36,0.0549778714,0.0590075295,0.073296,2.56022928,20,23,15,6.27,34.93,0.216,0.0754488,2.56022928
5800466,300,N,40,13,QR,FC,100,0,0,12,7,0.21,12.21,0.0395840674,0.0409816324,0.03530625,2.5367540625,26,34,22,10.58,71.85,0.105,0.0754425,2.5367540625
2100131,1280,O,20,15,FG,CM,50,6,10,8,5,0.11,8.11,0.0125663706,0.0129143216,0.0276890625,2.531887875,20,21,9,17.59,91.44,0.0825,0.075438,2.531887875
5900161,480,A,0,10,CA,CM,80,0,99,12,12,0.35,12.35,0.0678584013,0.0718745348,0.0591840278,2.5508315972,18,18,13,8.08,43.1,0.2333333333,0.1005666667,2.5508315972
1600091,1050,E,35,10,FG,FU,100,0,0,37,22,0.16,37.16,1.1827310943,1.1929822368,0.0086673484,2.5184714332,105,37,22,30.85,290.57,0.0172972973,0.0502607568,2.5184714332
1000282,1260,N,50,10,FG,CM,70,0,0,17,16,0.14,17.14,0.1815840554,0.1845871666,0.0165384083,2.5230995709,39,20,9,36.28,152.56,0.0494117647,0.0753825882,2.5230995709
4100227,1140,S,29,9,BS,IN,50,0,99,10,5,0.18,10.18,0.0196349541,0.0203481742,0.036324,2.53505196,20,24,10,14.05,69.79,0.108,0.0753732,2.53505196
3600300,1075,O,28,13,BS,FC,70,3,99,27,15,0.24,27.24,0.4294164458,0.4370844452,0.0178567901,2.5233430123,41,34,15,23.28,141.31,0.0533333333,0.0753653333,2.5233430123
700155,1260,N,31,9,FG,FC,80,8,99,16,14,0.07,16.07,0.1407433509,0.1419775491,0.0087691406,2.5174448906,40,34,24,40.12,287.08,0.02625,0.0753585,2.5174448906
400296,422,N,25,13,CA,CM,80,3,0,16,17,0.24,16.24,0.1709026404,0.1760681727,0.030225,2.53073925,25,20,17,17.86,83.73,0.09,0.075357,2.53073925
800065,1025,E,42,10,PS,FU,90,0,0,30,13,0.1,30.1,0.4594579256,0.4625260835,0.0066777778,2.515786,86,51,15,67.69,376.74,0.0133333333,0.050232,2.515786
1300222,530,O,19,10,BS,IN,30,2,0,12,8,0.3,12.3,0.0452389342,0.0475291553,0.050625,2.54289375,19,23,10,10.86,50.23,0.2,0.10046,2.54289375
3200235,1295,N,33,15,LC,FU,40,0,0,9,5,0.07,9.07,0.0159043128,0.0161526753,0.0156160494,2.5210550123,31,48,24,19.72,161.44,0.0466666667,0.0753386667,2.5210550123
3800598,1530,N,26,10,AB,FU,70,6,0,22,22,0.04,22.04,0.4181459822,0.4196678953,0.0036396694,2.513373719,100,44,27,66.66,690.55,0.0072727273,0.0502218182,2.513373719
6000045,148,A,0,10,QC,FU,100,5,99,29,28,0.14,29.14,0.9247277976,0.9336777552,0.009678478,2.5162107111,31,39,30,28.66,259.98,0.0289655172,0.0753045517,2.5162107111
3000343,1950,S,10,15,LC,FU,60,0,0,43,18,0.49,43.49,1.3069810837,1.3369378111,0.0229205516,2.5237819421,56,44,23,13.39,110.11,0.068372093,0.0752845116,2.5237819421
6200081,264,A,0,10,QC,FC,80,0,10,22,14,0.45,22.45,0.2660928978,0.2770898465,0.0413274793,2.5350275826,23,24,15,8.77,61.34,0.1227272727,0.0752809091,2.5350275826
5700008,320,N,15,15,RB,CM,100,2,99,14,10,0.36,14.36,0.07696902,0.0809783206,0.0520897959,2.5409402449,23,38,18,7.06,48.78,0.1542857143,0.0752605714,2.5409402449
800188,850,O,32,8,QR,FC,70,4,0,12,10,0.06,12.06,0.0565486678,0.0571155682,0.010025,2.5148715,41,28,10,28.84,250.86,0.03,0.075258,2.5148715
4100406,1340,E,42,10,FG,CM,60,2,99,15,12,0.09,15.09,0.1060287521,0.1073049141,0.012036,2.51600544,44,22,13,40.36,209.04,0.036,0.0752544,2.51600544
3400250,1040,N,40,10,LC,FU,50,0,0,34,19,0.22,34.22,0.862524263,0.8737224543,0.012983045,2.516503609,50,44,22,22.29,193.83,0.0388235294,0.0752516471,2.516503609
200028,200,E,40,10,AF,IN,40,10,20,21,15,0.31,21.31,0.2597704425,0.2674964632,0.0297417234,2.5265593991,31,34,17,14.6,84.95,0.0885714286,0.0752414286,2.5265593991
3200260,580,N,22,15,AF,FU,30,0,0,12,11,0.24,12.24,0.0622035345,0.0647165573,0.0404,2.53308,23,31,14,9.04,62.7,0.12,0.07524,2.53308
5900023,730,N,15,12,CA,CM,70,7,99,26,11,0.09,26.09,0.2920110372,0.294036151,0.0069350592,2.5117397308,18,43,12,43.34,362.18,0.0276923077,0.100296,2.5117397308
600253,800,S,40,14,CA,CM,80,14,0,29,14,0.18,29.18,0.4623638988,0.4681214014,0.0124523187,2.5149948014,50,50,17,26.62,201.97,0.0372413793,0.0752164138,2.5149948014
1200256,360,O,15,8,QC,FU,80,1,0,23,9,0.25,23.25,0.1869640328,0.1910505576,0.0218572779,2.5207998582,40,32,12,16.96,115.33,0.0652173913,0.0752152174,2.5207998582
600484,1040,N,30,12,FG,CM,90,2,0,20,11,0.17,20.17,0.1727875959,0.175737469,0.01707225,2.5176447075,70,29,17,24.91,147.47,0.034,0.0501398,2.5176447075
600417,390,O,18,17,CA,CM,100,7,0,26,12,0.45,26.45,0.3185574951,0.3296799112,0.0349149408,2.5285400148,27,40,15,12.8,72.42,0.1038461538,0.0752053846,2.5285400148
1600348,670,N,21,9,FG,FU,90,2,15,40,29,0.15,40.15,1.8221237391,1.8358152907,0.0075140625,2.5112748281,110,40,29,44.66,334.21,0.015,0.0501315,2.5112748281
6000175,267,A,0,10,BS,FU,99,1,0,22,12,0.29,22.29,0.2280796267,0.2341322662,0.0265373967,2.5229103037,26,39,18,11.12,95.07,0.0790909091,0.0751917273,2.5229103037
900204,700,N,32,10,BS,IN,100,0,0,17,12,0.2,17.2,0.1361880415,0.1394113156,0.0236678201,2.5196761246,38,29,15,21.85,106.46,0.0705882353,0.0751482353,2.5196761246
2800042,980,N,30,10,PS,FC,70,2,0,15,7,0.17,15.17,0.0618501054,0.0632599854,0.0227951111,2.5181759244,35,29,8,25.75,110.47,0.068,0.0751196,2.5181759244
5300139,220,O,5,10,BS,FU,80,2,99,9,11,0.37,9.37,0.0349894882,0.0379255382,0.0839123457,2.553452679,12,18,15,6.91,30.43,0.3288888889,0.1000808889,2.553452679
3800208,1630,O,39,14,BS,SG,60,0,0,19,16,0.3,19.3,0.2268229896,0.2340423695,0.0318282548,2.5217526316,33,35,11,9.65,79.23,0.0947368421,0.07506,2.5217526316
2900518,1095,O,40,10,FG,CM,80,0,0,15,11,0.13,15.13,0.0971930227,0.0988850021,0.0174084444,2.5123867022,61,25,12,27.51,144.32,0.0346666667,0.0500309333,2.5123867022
700488,1770,N,22,9,LC,FU,60,0,0,21,9,0.14,21.14,0.1558622655,0.1579473563,0.0133777778,2.509136,42,24,10,26.33,187.56,0.04,0.075024,2.509136
5900177,260,A,0,10,QC,FC,100,0,99,39,20,0.61,39.61,1.1945906065,1.2322520978,0.031526693,2.5199285687,34,40,24,16.04,79.93,0.0938461538,0.0750112308,2.5199285687
300287,255,A,0,10,OS,CM,90,0,0,8,7,0.2,8.2,0.0175929189,0.0184835604,0.050625,2.53074375,17,26,23,13.99,49.99,0.2,0.09998,2.53074375
2600453,630,N,24,8,CA,CM,60,6,0,17,10,0.14,17.14,0.1134900346,0.1153669791,0.0165384083,2.5097034602,37,26,11,25.3,151.75,0.0494117647,0.0749823529,2.5097034602
2900454,710,O,30,12,RI,RI,70,0,0,23,19,0.08,23.08,0.394701847,0.3974523742,0.00696862,2.5037554934,62,36,21,43.94,359.29,0.0139130435,0.0499881739,2.5037554934
6100077,250,A,0,10,RB,CM,70,0,99,10,9,0.24,10.24,0.0353429174,0.0370597349,0.048576,2.52935232,14,26,15,6.89,52.07,0.192,0.0999744,2.52935232
1600262,980,E,38,10,FG,FU,100,2,0,42,21,0.27,42.27,1.4547144782,1.4734780684,0.0128984694,2.5070754949,48,42,21,19.41,194.37,0.0385714286,0.0749712857,2.5070754949
1300454,890,N,15,10,AN,CM,80,3,0,24,18,0.16,24.16,0.4071504079,0.4125971756,0.0133777778,2.506728,39,29,16,31.19,187.38,0.04,0.074952,2.506728
2100285,460,O,27,11,CA,CM,70,1,0,22,15,0.2,22.2,0.2850995333,0.2903067231,0.0182644628,2.5093545455,30,28,14,24.74,137.39,0.0545454545,0.07494,2.5093545455
2800017,500,N,30,10,CA,FC,70,3,0,20,14,0.16,20.16,0.2199114858,0.2234441439,0.016064,2.50742976,40,32,19,21.39,156.09,0.048,0.0749232,2.50742976
800290,1230,E,28,15,AF,FU,90,0,0,12,17,0.13,12.13,0.0961327352,0.0982268934,0.0217840278,2.5108270417,30,28,20,19.68,115.26,0.065,0.074919,2.5108270417
2100294,510,N,12,10,AN,FC,80,0,0,16,12,0.2,16.2,0.1206371579,0.1236719364,0.02515625,2.512103125,31,28,15,19.43,99.86,0.075,0.074895,2.512103125
1200377,1670,N,35,10,LC,FU,50,1,0,26,13,0.09,26.09,0.345103953,0.3474972693,0.0069350592,2.5007823373,62,50,18,49.84,360.6,0.0138461538,0.0499292308,2.5007823373
200292,260,S,20,11,SP,FU,80,3,0,24,16,0.16,24.16,0.3619114737,0.366753045,0.0133777778,2.5044537778,38,37,17,31.16,187.21,0.04,0.074884,2.5044537778
400003,420,N,19,10,CA,CM,70,13,0,18,13,0.13,18.13,0.1654048532,0.167802662,0.0144966049,2.5035636728,42,50,18,27.41,172.7,0.0433333333,0.0748366667,2.5035636728
4400083,490,E,8,10,QC,FU,70,0,99,13,21,0.12,13.12,0.1393689041,0.1419537437,0.0185467456,2.5056653254,29,23,23,17.43,135.1,0.0553846154,0.0748246154,2.5056653254
200459,1095,O,26,8,OS,CM,70,1,0,11,7,0.2,11.2,0.0332616122,0.034482121,0.0366942149,2.5150214876,16,19,8,20.19,68.54,0.1454545455,0.0996945455,2.5150214876
1600258,970,N,38,11,FG,FU,90,0,0,45,19,0.2,45.2,1.5109097168,1.5243698706,0.008908642,2.4977159506,50,45,19,27.29,280.37,0.0266666667,0.0747653333,2.4977159506
2600521,2195,E,18,15,LC,FU,55,0,0,24,14,0.21,24.21,0.3166725395,0.3222385542,0.0175765625,2.5027267344,49,37,12,19.41,142.39,0.0525,0.07475475,2.5027267344
1100090,1270,S,33,10,FG,CM,100,2,0,18,13,0.14,18.14,0.1654048532,0.1679878236,0.0156160494,2.5007541481,68,27,14,37.55,160.14,0.0311111111,0.0498213333,2.5007541481
600032,610,O,26,10,CA,CM,100,4,0,42,15,0.52,42.52,1.0390817702,1.0649706928,0.0249151927,2.5047243265,32,42,15,15.78,100.53,0.0742857143,0.0746794286,2.5047243265
300304,395,O,20,10,PM,FU,70,11,0,12,6,0.15,12.15,0.0339292007,0.0347827321,0.02515625,2.503046875,34,39,18,17.55,99.5,0.075,0.074625,2.503046875
300095,330,E,22,10,QR,IN,90,1,0,15,12,0.22,15.22,0.1060287521,0.1091617367,0.0295484444,2.5057080889,28,24,13,21.25,84.8,0.088,0.074624,2.5057080889
300016,530,A,15,9,CA,CM,90,8,0,21,13,0.17,21.17,0.2251343835,0.2287941701,0.0162560091,2.4970855533,32,24,11,35.6,153.61,0.0485714286,0.0746105714,2.4970855533
2900036,970,N,15,15,CA,FC,90,4,0,24,9,0.12,24.12,0.203575204,0.2056160454,0.010025,2.4932175,41,85,14,35.31,248.7,0.03,0.07461,2.4932175
900212,850,E,28,10,CA,CM,80,2,0,16,11,0.3,16.3,0.1105840614,0.1147698409,0.0378515625,2.5088015625,24,24,15,18.37,66.28,0.1125,0.074565,2.5088015625
1300319,740,N,4,12,CA,CM,100,0,0,9,17,0.15,9.15,0.0540746635,0.0558921731,0.0336111111,2.5060444444,29,23,18,20.31,74.56,0.1,0.07456,2.5060444444
100225,440,S,25,8,QR,CM,60,3,0,11,6,0.19,11.19,0.0285099533,0.0295033485,0.0348438017,2.5059662149,17,19,11,18.27,71.92,0.1381818182,0.0993803636,2.5059662149
800044,1635,N,26,15,LC,FU,70,0,0,20,17,0.16,20.16,0.2670353756,0.2713250318,0.016064,2.493936,40,47,17,18.24,155.25,0.048,0.07452,2.493936
3400462,1950,N,0,8,LC,FU,40,0,0,26,13,0.23,26.23,0.345103953,0.3512366442,0.0177705621,2.4949869231,60,37,10,18.17,140.4,0.0353846154,0.04968,2.4949869231
1200327,420,A,0,8,BS,SG,60,0,0,8,6,0.22,8.22,0.0150796447,0.0159204292,0.05575625,2.51795225,12,26,12,8.92,45.16,0.22,0.099352,2.51795225
4500192,332,E,5,9,RB,CM,80,6,99,20,17,0.14,20.14,0.2670353756,0.2707869555,0.014049,2.49144966,34,24,20,25.47,177.34,0.042,0.0744828,2.49144966
3200038,830,S,25,11,CA,FU,95,3,0,21,14,0.12,21.12,0.242452413,0.2452312146,0.0114612245,2.4898364082,54,44,12,31.14,217.24,0.0342857143,0.0744822857,2.4898364082
2100026,730,S,33,15,CA,FC,70,16,0,19,14,0.1,19.1,0.1984701159,0.2005647728,0.0105540166,2.4886371191,48,75,24,29.59,235.8,0.0315789474,0.0744631579,2.4886371191
3800427,880,E,31,10,QV,FC,90,18,0,20,17,0.13,20.13,0.2670353756,0.2705181177,0.01304225,2.4898959475,57,29,19,26.7,190.91,0.039,0.0744549,2.4898959475
600037,515,N,6,9,CA,IN,100,0,0,22,14,0.22,22.22,0.2660928978,0.271441365,0.0201,2.494209,35,55,16,16.93,124.09,0.06,0.074454,2.494209
200444,652,O,26,8,CA,CM,85,0,0,14,9,0.19,14.19,0.069272118,0.07116512,0.0273270408,2.4957786378,23,14,9,28.33,91.33,0.0814285714,0.0743687143,2.4957786378
6200537,303,A,0,10,RB,FC,100,0,0,14,14,0.29,14.29,0.107756628,0.1122670676,0.0418576531,2.5043433827,29,31,20,7.54,59.83,0.1242857143,0.0743601429,2.5043433827
3000370,1265,O,40,12,PS,FC,90,24,0,9,10,0.11,9.11,0.0318086256,0.0325909215,0.0245938272,2.4925843827,56,36,13,17.3,101.35,0.0733333333,0.0743233333,2.4925843827
3800342,1090,O,49,15,FG,CM,100,1,0,11,7,0.21,11.21,0.0332616122,0.0345437237,0.038546281,2.5008827107,16,26,13,10.81,64.88,0.1527272727,0.0990894545,2.5008827107
400093,390,S,9,10,RI,RI,80,0,0,18,8,0.24,18.24,0.101787602,0.1045200336,0.0268444444,2.4935804444,33,27,9,16.61,92.89,0.08,0.074312,2.4935804444
6100072,270,N,3,10,QC,FU,80,2,99,8,9,0.14,8.14,0.0226194671,0.0234180757,0.03530625,2.49827025,23,19,19,10.27,70.76,0.105,0.074298,2.49827025
2800004,720,N,20,10,BS,IN,80,1,0,15,14,0.24,15.24,0.1237002107,0.1276902847,0.032256,2.49629184,18,24,17,15.27,77.39,0.128,0.0990592,2.49629184
4100440,650,E,20,15,CA,FU,60,2,99,30,22,0.12,30.12,0.7775441818,0.7837769759,0.008016,2.48119248,43,57,24,34.79,309.53,0.024,0.0742872,2.48119248
2800129,790,O,30,10,CA,CM,80,9,0,30,12,0.26,30.26,0.4241150082,0.4314981908,0.0174084444,2.4860999511,58,30,12,26.62,142.81,0.052,0.0742612,2.4860999511
1600352,720,N,27,9,FG,FU,95,2,15,31,21,0.13,31.13,0.7925060168,0.7991667783,0.0084046826,2.4803899355,70,31,21,38.61,295.12,0.0167741935,0.049504,2.4803899355
1600278,1240,N,26,10,FG,FU,85,1,15,65,34,0.2,65.2,5.6411223086,5.6758903145,0.0061633136,2.4789463669,125,65,34,40.74,402.21,0.0123076923,0.0495027692,2.4789463669
400029,500,S,25,10,QR,CM,75,2,20,20,10,0.15,20.15,0.1570796327,0.1594446629,0.01505625,2.4835284375,35,25,14,31.51,164.95,0.045,0.0742275,2.4835284375
500089,500,S,22,10,RB,CM,80,0,99,11,12,0.27,11.27,0.0570199067,0.059853419,0.0496933884,2.5045467769,25,12,12,9.41,50.4,0.1472727273,0.0742254545,2.5045467769
800305,890,N,36,13,FG,CM,100,4,0,30,15,0.17,30.17,0.5301437603,0.5361690797,0.0113654444,2.4809628678,84,36,20,29.78,218.29,0.0226666667,0.0494790667,2.4809628678
5700065,360,A,0,12,RB,SG,90,0,99,9,10,0.45,9.45,0.0318086256,0.0350690097,0.1025,2.534825,10,15,10,3.87,24.73,0.4,0.09892,2.534825
4500180,510,E,15,12,CA,CM,90,0,99,12,14,0.15,12.15,0.0791681349,0.0811597083,0.02515625,2.48745,20,28,14,14.06,98.88,0.075,0.07416,2.48745
4500033,342,A,5,15,CA,CM,90,0,99,14,13,0.38,14.38,0.100059726,0.1055652572,0.055022449,2.505172102,17,40,19,6.27,45.53,0.2171428571,0.0988651429,2.505172102
1100078,1380,O,34,10,FG,FU,90,1,0,21,12,0.13,21.13,0.207816354,0.2103972824,0.0124192744,2.4787629728,49,31,15,37.16,199.59,0.0371428571,0.0741334286,2.4787629728
5700024,320,A,0,12,QC,FU,100,1,99,14,10,0.33,14.33,0.07696902,0.0806403245,0.0476984694,2.4998767806,18,16,14,9.44,52.41,0.1885714286,0.0988302857,2.4998767806
2900434,620,O,10,10,QV,FU,99,2,0,18,10,0.14,18.14,0.1272345025,0.1292214027,0.0156160494,2.480140963,43,28,12,25.43,158.82,0.0466666667,0.074116,2.480140963
200329,460,O,20,8,OS,CM,100,4,0,20,13,0.25,20.25,0.2042035225,0.2093405173,0.02515625,2.4856890625,45,25,13,21.46,98.81,0.075,0.0741075,2.4856890625
3800392,625,O,36,15,CA,CM,70,25,0,34,19,0.2,34.2,0.862524263,0.8727014524,0.011799308,2.477500692,48,58,19,24.15,209.97,0.0352941176,0.0741070588,2.477500692
3300216,450,O,30,15,QV,FC,60,1,0,23,18,0.35,23.35,0.3739280656,0.3853950751,0.0306663516,2.4885744329,21,40,23,12.55,81.15,0.0913043478,0.0740934783,2.4885744329
1300446,720,O,26,12,CA,CM,75,2,10,17,11,0.16,17.16,0.1248390381,0.1272000078,0.0189121107,2.4812689273,29,38,9,30.53,131.2,0.0564705882,0.0740894118,2.4812689273
200268,1260,S,12,12,FG,FU,90,0,0,23,10,0.2,23.2,0.2077378142,0.2113663537,0.0174669187,2.4803024575,30,32,17,21.8,142,0.052173913,0.0740869565,2.4803024575
2900045,680,S,15,10,CA,CM,70,0,0,8,5,0.4,8.4,0.0125663706,0.0138544236,0.1025,2.530725,10,35,9,5.14,24.69,0.4,0.09876,2.530725
400118,430,O,8,10,CA,CM,80,5,0,13,14,0.14,13.14,0.0929126027,0.0949245729,0.0216544379,2.4813820355,28,24,14,17.69,114.59,0.0646153846,0.0740427692,2.4813820355
1300401,709,S,27,12,CA,CM,50,0,0,23,19,0.18,23.18,0.394701847,0.4009039635,0.0157134216,2.47769231,30,31,19,28.1,157.68,0.0469565217,0.0740410435,2.47769231
2300257,1160,N,26,8,FG,FU,90,1,99,18,17,0.14,18.14,0.2162986542,0.2196763847,0.0156160494,2.4752999877,46,37,18,24.48,158.51,0.0466666667,0.0739713333,2.4752999877
700848,1115,E,20,10,CA,CM,90,6,10,25,20,0.15,25.15,0.4908738521,0.4967820098,0.012036,2.47243512,42,32,22,29.08,205.42,0.036,0.0739512,2.47243512
1000170,1500,N,36,10,LC,FU,70,1,0,28,18,0.16,28.16,0.5541769441,0.5605284905,0.0114612245,2.4720715102,96,35,19,28.7,215.69,0.0228571429,0.0493005714,2.4720715102
3800526,1175,O,35,15,FG,FU,100,0,0,16,14,0.2,16.2,0.1407433509,0.1442839258,0.02515625,2.48040625,25,45,25,13.57,98.6,0.075,0.07395,2.48040625
2600128,1680,S,30,13,PS,FU,60,0,0,44,19,0.12,44.12,1.4445043021,1.4523941607,0.0054619835,2.4680518512,137,70,18,56.35,451.86,0.0109090909,0.0492938182,2.4680518512
5800438,240,N,13,13,RB,FC,100,8,99,38,26,0.39,38.39,1.4743494323,1.5047676911,0.0206316482,2.4755914675,36,38,26,16.49,119.99,0.0615789474,0.0738885789,2.4755914675
1200021,880,O,20,12,CA,IN,75,2,0,21,18,0.1,21.1,0.3117245311,0.3147004047,0.0095464853,2.4688165533,25,68,18,31.19,258.61,0.0285714286,0.0738885714,2.4688165533
200482,316,S,34,10,QR,CM,85,0,0,18,9,0.24,18.24,0.1145110522,0.1175850378,0.0268444444,2.4793528889,26,25,11,20.13,92.36,0.08,0.073888,2.4793528889
5300004,340,E,21,10,BS,IN,100,0,0,14,10,0.33,14.33,0.07696902,0.0806403245,0.0476984694,2.4912910561,16,19,11,9.03,52.23,0.1885714286,0.0984908571,2.4912910561
2900509,940,O,30,10,RI,RI,80,1,0,26,13,0.12,26.12,0.345103953,0.3482968793,0.009252071,2.4678048994,57,35,14,38.95,266.73,0.0276923077,0.0738636923,2.4678048994
200314,280,O,25,10,RB,CM,90,1,0,12,16,0.2,12.2,0.0904778684,0.0935189301,0.0336111111,2.4821805556,24,24,17,11.71,73.85,0.1,0.07385,2.4821805556
3800078,1300,O,40,10,FG,CM,100,2,0,12,12,0.14,12.14,0.0678584013,0.0694510003,0.0234694444,2.4760263889,40,25,15,24.23,105.5,0.07,0.07385,2.4760263889
2600466,810,S,22,15,QV,FC,60,4,0,13,8,0.12,13.12,0.0530929158,0.0540776166,0.0185467456,2.4730230533,32,29,11,21.35,133.34,0.0553846154,0.0738498462,2.4730230533
1300384,675,S,19,15,CA,CM,90,3,0,25,18,0.15,25.15,0.4417864669,0.4471038088,0.012036,2.46894468,44,55,14,36.34,205.13,0.036,0.0738468,2.46894468
3200453,1270,O,23,12,FG,FC,70,0,99,18,8,0.17,18.17,0.101787602,0.1037193359,0.0189780864,2.4730344414,80,32,10,19.79,130.31,0.0377777778,0.0492282222,2.4730344414
6000038,160,A,0,10,RB,FC,80,2,99,10,14,0.32,10.32,0.0549778714,0.0585527526,0.065024,2.5001728,16,14,15,6.83,38.45,0.256,0.098432,2.5001728
6000110,325,A,0,10,RB,CM,99,0,0,24,24,0.33,24.33,0.5428672105,0.5578986947,0.0276890625,2.4770635313,28,25,24,12.43,89.46,0.0825,0.0738045,2.4770635313
2800145,660,E,25,14,AF,CM,60,9,0,21,18,0.22,21.22,0.3117245311,0.3182901141,0.0210621315,2.4720623764,36,53,20,14.14,117.37,0.0628571429,0.0737754286,2.4720623764
3600073,1340,N,26,8,BS,CM,60,0,0,12,9,0.17,12.17,0.050893801,0.0523460061,0.0285340278,2.4758975903,20,22,12,19,86.77,0.085,0.0737545,2.4758975903
100024,900,N,50,10,RI,RI,50,5,0,40,20,0.23,40.23,1.2566370614,1.2711299352,0.0115330625,2.4646154562,67,40,20,29.28,213.7,0.023,0.049151,2.4646154562
2600052,1120,O,8,15,PS,FU,70,0,0,23,10,0.55,23.55,0.2077378142,0.2177918925,0.0483979206,2.4862011815,27,33,13,8.51,51.37,0.1434782609,0.0737047826,2.4862011815
2600294,1440,S,40,15,FG,FU,60,1,0,40,11,0.16,40.16,0.6911503838,0.6966906453,0.008016,2.4617136,66,63,13,35.41,307.1,0.016,0.049136,2.4617136
900096,860,O,32,10,PS,FU,70,4,0,27,12,0.12,27.12,0.3435331567,0.3465935706,0.008908642,2.4618141235,53,53,13,38.21,276.34,0.0266666667,0.0736906667,2.4618141235
4400291,470,N,10,12,CA,CM,60,3,99,24,16,0.19,24.19,0.3619114737,0.367664421,0.0158960069,2.4656296372,39,42,22,18.43,155.11,0.0475,0.07367725,2.4656296372
800239,1230,N,14,10,AF,FU,100,2,0,19,20,0.1,19.1,0.283528737,0.286521104,0.0105540166,2.4623576177,56,34,28,35.06,233.31,0.0315789474,0.0736768421,2.4623576177
2600071,1090,N,35,12,FG,CM,90,0,0,30,15,0.18,30.18,0.5301437603,0.5365245706,0.012036,2.46292668,60,39,13,27.85,204.63,0.024,0.0491112,2.46292668
200331,302,N,20,9,CE,FU,100,3,0,17,16,0.1,17.1,0.1815840554,0.1837266216,0.011799308,2.4620435986,10,31,18,36.2,208.66,0.0470588235,0.0981929412,2.4620435986
1000099,1225,N,25,15,FG,FC,100,0,0,22,16,0.35,22.35,0.3041061689,0.3138592433,0.032071281,2.4733371901,30,33,16,13.61,77.12,0.0954545455,0.0736145455,2.4733371901
5800219,390,S,4,13,QR,FU,70,3,99,9,5,0.22,9.22,0.0159043128,0.0166913603,0.0494864198,2.4837234074,19,38,16,7.98,50.19,0.1955555556,0.0981493333,2.4837234074
6000171,250,A,0,10,CE,FU,99,0,0,38,16,0.11,38.11,0.9072919584,0.9125523039,0.0057978532,2.4568982659,35,78,18,38.28,423.76,0.0173684211,0.0736004211,2.4568982659
5300010,330,O,25,10,QR,CM,60,18,0,18,16,0.12,18.12,0.203575204,0.2062985878,0.0133777778,2.4612435556,35,38,19,27.24,183.98,0.04,0.073592,2.4612435556
300250,340,E,24,12,QV,FC,100,10,0,19,14,0.24,19.24,0.1984701159,0.203515765,0.0254227147,2.4685455956,42,29,14,19.63,97.1,0.0757894737,0.0735915789,2.4685455956
2900535,1530,N,35,12,AB,FU,100,2,0,24,14,0.07,24.07,0.3166725395,0.3185224899,0.0058418403,2.4564354184,74,59,24,48.89,420.49,0.0116666667,0.0490571667,2.4564354184
5600049,570,S,18,10,RB,FU,70,0,0,12,13,0.28,12.28,0.0735132681,0.0769839112,0.0472111111,2.4804717778,15,16,13,8.9,52.54,0.1866666667,0.0980746667,2.4804717778
600268,1245,E,15,10,AF,CM,90,2,0,20,23,0.14,20.14,0.3612831552,0.3663588222,0.014049,2.45983941,60,24,17,26.19,175.09,0.028,0.0490252,2.45983941
